z,n,name,betaMinus,betaMinusUncertainty,electronCapture,electronCaptureUncertainty,positronEmission,positronEmissionUncertainty,bindingEnergy,bindingEnergyUncertainty,bindingEnergyLDMFit,bindingEnergyLDMFitUncertainty
80,113,193Hg,-3.58E+3,1.68E+1,2.34E+3,1.43E+1,1.32E+3,1.43E+1,7.90E+3,8.03E-2,-6.61,8.03E-2
80,113,193Hg,-3.58E+3,1.68E+1,2.34E+3,1.43E+1,1.32E+3,1.43E+1,7.90E+3,8.03E-2,-6.61,8.03E-2
80,114,194Hg,-5.24E+3,1.42E+1,2.79E+1,3.58,-9.94E+2,3.58,7.91E+3,1.49E-2,-1.00E+1,1.49E-2
80,115,195Hg,-2.85E+3,2.56E+1,1.55E+3,2.31E+1,5.31E+2,2.31E+1,7.90E+3,1.18E-1,-1.15E+1,1.18E-1
80,115,195Hg,-2.85E+3,2.56E+1,1.55E+3,2.31E+1,5.31E+2,2.31E+1,7.90E+3,1.18E-1,-1.15E+1,1.18E-1
80,116,196Hg,-4.32E+3,1.24E+1,-6.87E+2,3.11,-1.70E+3,3.11,7.91E+3,1.50E-2,-1.51E+1,1.50E-2
80,117,197Hg,-2.18E+3,1.39E+1,5.99E+2,3.20,-4.22E+2,3.20,7.90E+3,1.62E-2,-1.76E+1,1.62E-2
80,117,197Hg,-2.18E+3,1.39E+1,5.99E+2,3.20,-4.22E+2,3.20,7.90E+3,1.62E-2,-1.76E+1,1.62E-2
80,118,198Hg,-3.42E+3,7.55,-1.37E+3,4.90E-1,-2.39E+3,4.90E-1,7.91E+3,2.30E-3,-2.08E+1,2.30E-3
80,119,199Hg,-1.48E+3,2.79E+1,-4.52E+2,6.12E-1,-1.47E+3,6.12E-1,7.90E+3,2.70E-3,-2.42E+1,2.70E-3
80,119,199Hg,-1.48E+3,2.79E+1,-4.52E+2,6.12E-1,-1.47E+3,6.12E-1,7.90E+3,2.70E-3,-2.42E+1,2.70E-3
80,120,200Hg,-2.45E+3,5.73,-2.26E+3,2.67E+1,-3.28E+3,2.67E+1,7.90E+3,2.70E-3,-2.66E+1,2.70E-3
80,121,201Hg,-4.81E+2,1.41E+1,-1.26E+3,3.14,-2.28E+3,3.14,7.89E+3,3.60E-3,-2.94E+1,3.60E-3
80,122,202Hg,-1.36E+3,1.83,-2.99E+3,2.32E+1,-4.01E+3,2.32E+1,7.89E+3,3.50E-3,-3.19E+1,3.50E-3
80,123,203Hg,4.92E+2,1.22,-2.12E+3,3.45,-3.14E+3,3.45,7.88E+3,8.00E-3,-3.49E+1,8.00E-3
80,124,204Hg,-3.44E+2,1.18,-4.30E+3,2.00E+2,-5.32E+3,2.00E+2,7.88E+3,2.50E-3,-3.76E+1,2.50E-3
80,100,180Hg,-1.08E+4,7.10E+1,5.37E+3,1.35E+1,4.35E+3,1.35E+1,7.83E+3,7.02E-2,-3.22,7.02E-2
80,101,181Hg,-7.86E+3,1.78E+1,7.21E+3,2.52E+1,6.18E+3,2.52E+1,7.83E+3,8.50E-2,6.60E-1,8.50E-2
80,102,182Hg,-1.02E+4,1.54E+1,4.72E+3,2.11E+1,3.70E+3,2.11E+1,7.85E+3,5.38E-2,-3.97E-1,5.38E-2
80,125,205Hg,1.53E+3,3.72,-3.71E+3,2.00E+2,-4.73E+3,2.00E+2,7.87E+3,1.78E-2,-4.03E+1,1.78E-2
80,126,206Hg,1.30E+3,2.04E+1,-6.75E+3,3.01E+2,-7.77E+3,3.01E+2,7.86E+3,9.92E-2,-4.06E+1,9.92E-2
80,127,207Hg,4.54E+3,3.03E+1,-5.84E+3,3.01E+2,-6.86E+3,3.01E+2,7.84E+3,1.44E-1,-3.48E+1,1.44E-1
80,128,208Hg,3.48E+3,3.07E+1,-7.35E+3,3.02E+2,-8.37E+3,3.02E+2,7.83E+3,1.47E-1,-2.75E+1,1.47E-1
80,129,209Hg,5.03E+3,1.50E+2,-6.38E+3,4.27E+2,-7.40E+3,4.27E+2,7.81E+3,1.00,-2.21E+1,1.00
80,130,210Hg,3.94E+3,2.01E+2,-7.98E+3,4.47E+2,-9.00E+3,4.47E+2,7.79E+3,1.00,-1.63E+1,1.00
80,131,211Hg,5.68E+3,2.05E+2,,,,,7.77E+3,1.00,-1.10E+1,1.00
80,132,212Hg,4.57E+3,3.61E+2,,,,,7.76E+3,1.00,-5.37,1.00
80,133,213Hg,6.41E+3,3.01E+2,,,,,7.73E+3,1.00,-7.27E-2,1.00
80,134,214Hg,5.30E+3,4.45E+2,,,,,7.72E+3,2.00,4.63,2.00
80,135,215Hg,7.07E+3,5.00E+2,,,,,7.70E+3,2.00,9.07,2.00
80,136,216Hg,6.05E+3,5.00E+2,,,,,7.68E+3,2.00,1.38E+1,2.00
81,111,192Tl,-3.32E+3,3.21E+1,6.13E+3,3.52E+1,5.11E+3,3.52E+1,7.87E+3,1.65E-1,-3.56,1.65E-1
81,111,192Tl,-3.32E+3,3.21E+1,6.13E+3,3.52E+1,5.11E+3,3.52E+1,7.87E+3,1.65E-1,-3.56,1.65E-1
81,112,193Tl,-5.24E+3,1.22E+1,3.58E+3,1.68E+1,2.56E+3,1.68E+1,7.88E+3,3.48E-2,-6.36,3.48E-2
81,112,193Tl,-5.24E+3,1.22E+1,3.58E+3,1.68E+1,2.56E+3,1.68E+1,7.88E+3,3.48E-2,-6.36,3.48E-2
81,110,191Tl,-5.99E+3,9.88,4.30E+3,2.34E+1,3.28E+3,2.34E+1,7.87E+3,3.85E-2,-2.97,3.85E-2
81,110,191Tl,-5.99E+3,9.88,4.30E+3,2.34E+1,3.28E+3,2.34E+1,7.87E+3,3.85E-2,-2.97,3.85E-2
81,108,189Tl,-6.77E+3,1.63E+1,5.01E+3,3.26E+1,3.98E+3,3.26E+1,7.86E+3,4.43E-2,-8.55E-1,4.43E-2
81,108,189Tl,-6.77E+3,1.63E+1,5.01E+3,3.26E+1,3.98E+3,3.26E+1,7.86E+3,4.43E-2,-8.55E-1,4.43E-2
81,109,190Tl,-3.94E+3,1.44E+1,7.00E+3,1.74E+1,5.98E+3,1.74E+1,7.86E+3,3.82E-2,-4.09E-1,3.82E-2
81,109,190Tl,-3.94E+3,1.44E+1,7.00E+3,1.74E+1,5.98E+3,1.74E+1,7.86E+3,3.82E-2,-4.09E-1,3.82E-2
81,106,187Tl,-7.45E+3,9.52,5.67E+3,1.51E+1,4.65E+3,1.51E+1,7.85E+3,4.29E-2,4.95E-3,4.29E-2
81,106,187Tl,-7.45E+3,9.52,5.67E+3,1.51E+1,4.65E+3,1.51E+1,7.85E+3,4.29E-2,4.95E-3,4.29E-2
81,107,188Tl,-4.52E+3,3.15E+1,7.86E+3,3.06E+1,6.83E+3,3.06E+1,7.85E+3,1.59E-1,1.67,1.59E-1
81,107,188Tl,-4.52E+3,3.15E+1,7.86E+3,3.06E+1,6.83E+3,3.06E+1,7.85E+3,1.59E-1,1.67,1.59E-1
81,104,185Tl,-8.21E+3,2.62E+1,6.42E+3,2.47E+1,5.40E+3,2.47E+1,7.83E+3,1.11E-1,-5.10E-1,1.11E-1
81,104,185Tl,-8.21E+3,2.62E+1,6.42E+3,2.47E+1,5.40E+3,2.47E+1,7.83E+3,1.11E-1,-5.10E-1,1.11E-1
81,105,186Tl,-5.20E+3,2.34E+1,8.65E+3,2.37E+1,7.63E+3,2.37E+1,7.83E+3,1.11E-1,1.99,1.11E-1
81,105,186Tl,-5.20E+3,2.34E+1,8.65E+3,2.37E+1,7.63E+3,2.37E+1,7.83E+3,1.11E-1,1.99,1.11E-1
81,105,186Tl,-5.20E+3,2.34E+1,8.65E+3,2.37E+1,7.63E+3,2.37E+1,7.83E+3,1.11E-1,1.99,1.11E-1
81,102,183Tl,-9.00E+3,3.04E+1,7.21E+3,1.17E+1,6.19E+3,1.17E+1,7.81E+3,5.09E-2,-2.75,5.09E-2
81,103,184Tl,-5.83E+3,1.62E+1,9.46E+3,1.38E+1,8.43E+3,1.38E+1,7.81E+3,5.44E-2,1.02,5.44E-2
81,103,184Tl,-5.83E+3,1.62E+1,9.46E+3,1.38E+1,8.43E+3,1.38E+1,7.81E+3,5.44E-2,1.02,5.44E-2
81,103,184Tl,-5.83E+3,1.62E+1,9.46E+3,1.38E+1,8.43E+3,1.38E+1,7.81E+3,5.44E-2,1.02,5.44E-2
81,122,203Tl,-9.74E+2,6.46,-4.92E+2,1.22,-1.51E+3,1.22,7.88E+3,5.80E-3,-3.43E+1,5.80E-3
81,123,204Tl,7.63E+2,1.76E-1,3.44E+2,1.18,-6.77E+2,1.18,7.88E+3,5.70E-3,-3.93E+1,5.70E-3
81,120,201Tl,-1.90E+3,1.85E+1,4.81E+2,1.41E+1,-5.40E+2,1.41E+1,7.89E+3,7.06E-2,-2.79E+1,7.06E-2
81,121,202Tl,-3.98E+1,4.18,1.36E+3,1.83,3.42E+2,1.83,7.88E+3,9.10E-3,-3.26E+1,9.10E-3
81,119,200Tl,-7.96E+2,1.15E+1,2.45E+3,5.73,1.43E+3,5.73,7.88E+3,2.88E-2,-2.59E+1,2.88E-2
81,117,198Tl,-1.46E+3,1.15E+1,3.42E+3,7.55,2.40E+3,7.55,7.89E+3,3.81E-2,-1.94E+1,3.81E-2
81,117,198Tl,-1.46E+3,1.15E+1,3.42E+3,7.55,2.40E+3,7.55,7.89E+3,3.81E-2,-1.94E+1,3.81E-2
81,118,199Tl,-2.82E+3,2.87E+1,1.48E+3,2.79E+1,4.64E+2,2.79E+1,7.89E+3,1.40E-1,-2.18E+1,1.40E-1
81,115,196Tl,-2.14E+3,1.43E+1,4.32E+3,1.24E+1,3.30E+3,1.24E+1,7.88E+3,6.18E-2,-1.34E+1,6.18E-2
81,115,196Tl,-2.14E+3,1.43E+1,4.32E+3,1.24E+1,3.30E+3,1.24E+1,7.88E+3,6.18E-2,-1.34E+1,6.18E-2
81,116,197Tl,-3.60E+3,1.43E+1,2.18E+3,1.39E+1,1.16E+3,1.39E+1,7.89E+3,6.89E-2,-1.58E+1,6.89E-2
81,116,197Tl,-3.60E+3,1.43E+1,2.18E+3,1.39E+1,1.16E+3,1.39E+1,7.89E+3,6.89E-2,-1.58E+1,6.89E-2
81,113,194Tl,-2.72E+3,2.23E+1,5.24E+3,1.42E+1,4.22E+3,1.42E+1,7.88E+3,7.20E-2,-8.07,7.20E-2
81,113,194Tl,-2.72E+3,2.23E+1,5.24E+3,1.42E+1,4.22E+3,1.42E+1,7.88E+3,7.20E-2,-8.07,7.20E-2
81,114,195Tl,-4.41E+3,1.22E+1,2.85E+3,2.56E+1,1.83E+3,2.56E+1,7.89E+3,5.71E-2,-1.06E+1,5.71E-2
81,114,195Tl,-4.41E+3,1.22E+1,2.85E+3,2.56E+1,1.83E+3,2.56E+1,7.89E+3,5.71E-2,-1.06E+1,5.71E-2
81,100,181Tl,-9.68E+3,8.55E+1,7.86E+3,1.78E+1,6.84E+3,1.78E+1,7.79E+3,5.03E-2,-6.19,5.03E-2
81,101,182Tl,-6.50E+3,1.70E+1,1.02E+4,1.54E+1,9.22E+3,1.54E+1,7.79E+3,6.58E-2,-1.37,6.58E-2
81,101,182Tl,-6.50E+3,1.70E+1,1.02E+4,1.54E+1,9.22E+3,1.54E+1,7.79E+3,6.58E-2,-1.37,6.58E-2
81,133,214Tl,6.64E+3,1.96E+2,-5.30E+3,4.45E+2,-6.32E+3,4.45E+2,7.74E+3,1.00,-5.68,1.00
81,134,215Tl,5.68E+3,3.05E+2,-7.07E+3,5.00E+2,-8.10E+3,5.00E+2,7.73E+3,1.00,1.39E-1,1.00
81,131,212Tl,5.99E+3,2.00E+2,-4.57E+3,3.61E+2,-5.59E+3,3.61E+2,7.78E+3,1.00,-1.60E+1,1.00
81,132,213Tl,4.98E+3,2.78E+1,-6.41E+3,3.01E+2,-7.43E+3,3.01E+2,7.76E+3,1.26E-1,-9.59,1.26E-1
81,130,211Tl,4.41E+3,4.19E+1,-5.68E+3,2.05E+2,-6.70E+3,2.05E+2,7.79E+3,1.98E-1,-2.02E+1,1.98E-1
81,128,209Tl,3.96E+3,6.21,-5.03E+3,1.50E+2,-6.05E+3,1.50E+2,7.83E+3,2.92E-2,-3.22E+1,2.92E-2
81,129,210Tl,5.48E+3,1.15E+1,-3.94E+3,2.01E+2,-4.96E+3,2.01E+2,7.81E+3,5.53E-2,-2.70E+1,5.53E-2
81,126,207Tl,1.41E+3,5.40,-4.54E+3,3.03E+1,-5.56E+3,3.03E+1,7.86E+3,2.63E-2,-4.63E+1,2.63E-2
81,126,207Tl,1.41E+3,5.40,-4.54E+3,3.03E+1,-5.56E+3,3.03E+1,7.86E+3,2.63E-2,-4.63E+1,2.63E-2
81,127,208Tl,4.99E+3,1.66,-3.48E+3,3.07E+1,-4.50E+3,3.07E+1,7.84E+3,8.90E-3,-4.02E+1,8.90E-3
81,124,205Tl,-5.06E+1,5.03E-1,-1.53E+3,3.72,-2.55E+3,3.72,7.87E+3,6.00E-3,-4.10E+1,6.00E-3
81,125,206Tl,1.53E+3,6.11E-1,-1.30E+3,2.04E+1,-2.32E+3,2.04E+1,7.87E+3,6.20E-3,-4.66E+1,6.20E-3
81,125,206Tl,1.53E+3,6.11E-1,-1.30E+3,2.04E+1,-2.32E+3,2.04E+1,7.87E+3,6.20E-3,-4.66E+1,6.20E-3
81,135,216Tl,7.36E+3,3.61E+2,-6.05E+3,5.00E+2,-7.07E+3,5.00E+2,7.70E+3,1.00,3.72,1.00
81,136,217Tl,6.39E+3,5.00E+2,,,,,7.69E+3,2.00,9.57,2.00
81,95,176Tl,,,1.23E+4,8.37E+1,1.13E+4,8.37E+1,7.70E+3,4.71E-1,-1.97E+1,4.71E-1
81,96,177Tl,,,9.43E+3,8.74E+1,8.41E+3,8.74E+1,7.73E+3,1.22E-1,-1.72E+1,1.22E-1
81,97,178Tl,-8.18E+3,1.03E+2,1.17E+4,1.03E+2,1.06E+4,1.03E+2,7.74E+3,1.00,-1.14E+1,1.00
81,98,179Tl,-1.03E+4,8.99E+1,8.66E+3,4.77E+1,7.64E+3,4.77E+1,7.76E+3,2.15E-1,-1.03E+1,2.15E-1
81,99,180Tl,-7.44E+3,7.10E+1,1.08E+4,7.10E+1,9.83E+3,7.10E+1,7.77E+3,3.88E-1,-6.36,3.88E-1
82,96,178Pb,,,8.18E+3,1.03E+2,7.16E+3,1.03E+2,7.69E+3,1.30E-1,-2.22E+1,1.30E-1
82,97,179Pb,,,1.03E+4,8.99E+1,9.29E+3,8.99E+1,7.70E+3,4.53E-1,-1.63E+1,4.53E-1
82,98,180Pb,,,7.44E+3,7.10E+1,6.42E+3,7.10E+1,7.72E+3,6.89E-2,-1.53E+1,6.89E-2
82,99,181Pb,,,9.68E+3,8.55E+1,8.66E+3,8.55E+1,7.73E+3,4.69E-1,-1.00E+1,4.69E-1
82,116,198Pb,-6.69E+3,2.89E+1,1.46E+3,1.15E+1,4.39E+2,1.15E+1,7.87E+3,4.42E-2,-1.63E+1,4.42E-2
82,117,199Pb,-4.43E+3,1.26E+1,2.82E+3,2.87E+1,1.80E+3,2.87E+1,7.87E+3,3.43E-2,-1.85E+1,3.43E-2
82,117,199Pb,-4.43E+3,1.26E+1,2.82E+3,2.87E+1,1.80E+3,2.87E+1,7.87E+3,3.43E-2,-1.85E+1,3.43E-2
82,118,200Pb,-5.88E+3,2.48E+1,7.96E+2,1.15E+1,-2.25E+2,1.15E+1,7.88E+3,5.00E-2,-2.21E+1,5.00E-2
82,119,201Pb,-3.84E+3,1.83E+1,1.90E+3,1.85E+1,8.87E+2,1.85E+1,7.87E+3,6.84E-2,-2.51E+1,6.84E-2
82,119,201Pb,-3.84E+3,1.83E+1,1.90E+3,1.85E+1,8.87E+2,1.85E+1,7.87E+3,6.84E-2,-2.51E+1,6.84E-2
82,112,194Pb,-8.18E+3,1.82E+1,2.72E+3,2.23E+1,1.70E+3,2.23E+1,7.86E+3,8.98E-2,-7.13,8.98E-2
82,113,195Pb,-5.71E+3,7.33,4.41E+3,1.22E+1,3.39E+3,1.22E+1,7.86E+3,2.61E-2,-7.84,2.61E-2
82,113,195Pb,-5.71E+3,7.33,4.41E+3,1.22E+1,3.39E+3,1.22E+1,7.86E+3,2.61E-2,-7.84,2.61E-2
82,114,196Pb,-7.33E+3,2.56E+1,2.14E+3,1.43E+1,1.12E+3,1.43E+1,7.87E+3,3.93E-2,-1.11E+1,3.93E-2
82,115,197Pb,-5.05E+3,9.61,3.60E+3,1.43E+1,2.58E+3,1.43E+1,7.87E+3,2.44E-2,-1.28E+1,2.44E-2
82,115,197Pb,-5.05E+3,9.61,3.60E+3,1.43E+1,2.58E+3,1.43E+1,7.87E+3,2.44E-2,-1.28E+1,2.44E-2
82,120,202Pb,-5.18E+3,1.45E+1,3.98E+1,4.18,-9.82E+2,4.18,7.88E+3,1.88E-2,-2.85E+1,1.88E-2
82,120,202Pb,-5.18E+3,1.45E+1,3.98E+1,4.18,-9.82E+2,4.18,7.88E+3,1.88E-2,-2.85E+1,1.88E-2
82,121,203Pb,-3.26E+3,1.43E+1,9.74E+2,6.46,-4.71E+1,6.46,7.87E+3,3.23E-2,-3.22E+1,3.23E-2
82,121,203Pb,-3.26E+3,1.43E+1,9.74E+2,6.46,-4.71E+1,6.46,7.87E+3,3.23E-2,-3.22E+1,3.23E-2
82,121,203Pb,-3.26E+3,1.43E+1,9.74E+2,6.46,-4.71E+1,6.46,7.87E+3,3.23E-2,-3.22E+1,3.23E-2
82,122,204Pb,-4.46E+3,9.24,-7.63E+2,1.76E-1,-1.78E+3,1.76E-1,7.87E+3,5.60E-3,-3.54E+1,5.60E-3
82,122,204Pb,-4.46E+3,9.24,-7.63E+2,1.76E-1,-1.78E+3,1.76E-1,7.87E+3,5.60E-3,-3.54E+1,5.60E-3
82,105,187Pb,-8.60E+3,1.12E+1,7.45E+3,9.52,6.43E+3,9.52,7.80E+3,2.72E-2,-8.59E-2,2.72E-2
82,105,187Pb,-8.60E+3,1.12E+1,7.45E+3,9.52,6.43E+3,9.52,7.80E+3,2.72E-2,-8.59E-2,2.72E-2
82,106,188Pb,-1.06E+4,1.50E+1,4.52E+3,3.15E+1,3.50E+3,3.15E+1,7.82E+3,5.39E-2,-2.02,5.39E-2
82,107,189Pb,-7.77E+3,2.51E+1,6.77E+3,1.63E+1,5.75E+3,1.63E+1,7.82E+3,7.43E-2,3.42E-1,7.43E-2
82,107,189Pb,-7.77E+3,2.51E+1,6.77E+3,1.63E+1,5.75E+3,1.63E+1,7.82E+3,7.43E-2,3.42E-1,7.43E-2
82,108,190Pb,-9.82E+3,2.44E+1,3.94E+3,1.44E+1,2.92E+3,1.44E+1,7.84E+3,6.59E-2,-2.31,6.59E-2
82,101,183Pb,,,9.00E+3,3.04E+1,7.98E+3,3.04E+1,7.76E+3,1.58E-1,-4.85,1.58E-1
82,101,183Pb,,,9.00E+3,3.04E+1,7.98E+3,3.04E+1,7.76E+3,1.58E-1,-4.85,1.58E-1
82,102,184Pb,-1.23E+4,1.23E+2,5.83E+3,1.62E+1,4.80E+3,1.62E+1,7.78E+3,6.96E-2,-5.86,6.96E-2
82,103,185Pb,-9.30E+3,8.30E+1,8.21E+3,2.62E+1,7.19E+3,2.62E+1,7.78E+3,8.74E-2,-1.62,8.74E-2
82,103,185Pb,-9.30E+3,8.30E+1,8.21E+3,2.62E+1,7.19E+3,2.62E+1,7.78E+3,8.74E-2,-1.62,8.74E-2
82,104,186Pb,-1.15E+4,2.02E+1,5.20E+3,2.34E+1,4.18E+3,2.34E+1,7.80E+3,5.92E-2,-3.10,5.92E-2
82,109,191Pb,-7.05E+3,9.98,5.99E+3,9.88,4.96E+3,9.88,7.84E+3,3.46E-2,-1.11,3.46E-2
82,109,191Pb,-7.05E+3,9.98,5.99E+3,9.88,4.96E+3,9.88,7.84E+3,3.46E-2,-1.11,3.46E-2
82,110,192Pb,-9.01E+3,3.06E+1,3.32E+3,3.21E+1,2.29E+3,3.21E+1,7.85E+3,2.98E-2,-4.08,2.98E-2
82,111,193Pb,-6.34E+3,1.27E+1,5.24E+3,1.22E+1,4.22E+3,1.22E+1,7.85E+3,5.33E-2,-3.75,5.33E-2
82,111,193Pb,-6.34E+3,1.27E+1,5.24E+3,1.22E+1,4.22E+3,1.22E+1,7.85E+3,5.33E-2,-3.75,5.33E-2
82,100,182Pb,,,6.50E+3,1.70E+1,5.48E+3,1.70E+1,7.75E+3,6.64E-2,-9.97,6.64E-2
82,138,220Pb,3.17E+3,5.00E+2,,,,,7.67E+3,2.00,1.42E+1,2.00
82,134,216Pb,1.63E+3,2.01E+2,-7.36E+3,3.61E+2,-8.38E+3,3.61E+2,7.74E+3,1.00,-3.03,1.00
82,135,217Pb,3.53E+3,3.00E+2,-6.39E+3,5.00E+2,-7.42E+3,5.00E+2,7.71E+3,1.00,1.64,1.00
82,136,218Pb,2.41E+3,3.01E+2,-8.08E+3,5.00E+2,-9.10E+3,5.00E+2,7.70E+3,1.00,6.52,1.00
82,137,219Pb,4.30E+3,4.47E+2,,,,,7.68E+3,2.00,1.03E+1,2.00
82,127,209Pb,6.44E+2,1.14,-3.96E+3,6.21,-4.99E+3,6.21,7.84E+3,8.40E-3,-4.27E+1,8.40E-3
82,128,210Pb,6.34E+1,4.99E-1,-5.48E+3,1.15E+1,-6.50E+3,1.15E+1,7.83E+3,6.90E-3,-3.47E+1,6.90E-3
82,129,211Pb,1.36E+3,5.47,-4.41E+3,4.19E+1,-5.43E+3,4.19E+1,7.81E+3,1.07E-2,-2.91E+1,1.07E-2
82,123,205Pb,-2.70E+3,4.81,5.06E+1,5.03E-1,-9.71E+2,5.03E-1,7.87E+3,5.60E-3,-3.96E+1,5.60E-3
82,124,206Pb,-3.75E+3,7.54,-1.53E+3,6.11E-1,-2.55E+3,6.11E-1,7.87E+3,5.60E-3,-4.27E+1,5.60E-3
82,125,207Pb,-2.39E+3,2.11,-1.41E+3,5.40,-2.43E+3,5.40,7.86E+3,5.50E-3,-4.82E+1,5.50E-3
82,125,207Pb,-2.39E+3,2.11,-1.41E+3,5.40,-2.43E+3,5.40,7.86E+3,5.50E-3,-4.82E+1,5.50E-3
82,126,208Pb,-2.87E+3,2.01,-4.99E+3,1.66,-6.02E+3,1.66,7.86E+3,5.50E-3,-4.93E+1,5.50E-3
82,130,212Pb,5.69E+2,1.82,-5.99E+3,2.00E+2,-7.01E+3,2.00E+2,7.80E+3,8.69E-3,-2.23E+1,8.69E-3
82,131,213Pb,2.02E+3,8.37,-4.98E+3,2.78E+1,-6.00E+3,2.78E+1,7.78E+3,3.25E-2,-1.76E+1,3.25E-2
82,132,214Pb,1.01E+3,1.12E+1,-6.64E+3,1.96E+2,-7.66E+3,1.96E+2,7.77E+3,9.20E-3,-1.19E+1,9.20E-3
82,133,215Pb,2.71E+3,5.29E+1,-5.68E+3,3.05E+2,-6.70E+3,3.05E+2,7.75E+3,2.45E-1,-7.65,2.45E-1
83,120,203Bi,-4.21E+3,1.35E+1,3.26E+3,1.43E+1,2.23E+3,1.43E+1,7.85E+3,6.29E-2,-2.45E+1,6.29E-2
83,120,203Bi,-4.21E+3,1.35E+1,3.26E+3,1.43E+1,2.23E+3,1.43E+1,7.85E+3,6.29E-2,-2.45E+1,6.29E-2
83,121,204Bi,-2.30E+3,1.36E+1,4.46E+3,9.24,3.44E+3,9.24,7.85E+3,4.50E-2,-2.83E+1,4.50E-2
83,113,196Bi,-4.54E+3,2.50E+1,7.33E+3,2.56E+1,6.31E+3,2.56E+1,7.83E+3,1.24E-1,-6.21,1.24E-1
83,113,196Bi,-4.54E+3,2.50E+1,7.33E+3,2.56E+1,6.31E+3,2.56E+1,7.83E+3,1.24E-1,-6.21,1.24E-1
83,113,196Bi,-4.54E+3,2.50E+1,7.33E+3,2.56E+1,6.31E+3,2.56E+1,7.83E+3,1.24E-1,-6.21,1.24E-1
83,114,197Bi,-6.29E+3,1.29E+1,5.05E+3,9.61,4.03E+3,9.61,7.84E+3,4.23E-2,-8.49,4.23E-2
83,114,197Bi,-6.29E+3,1.29E+1,5.05E+3,9.61,4.03E+3,9.61,7.84E+3,4.23E-2,-8.49,4.23E-2
83,111,194Bi,-5.01E+3,1.39E+1,8.18E+3,1.82E+1,7.16E+3,1.82E+1,7.81E+3,2.71E-2,-2.39,2.71E-2
83,111,194Bi,-5.01E+3,1.39E+1,8.18E+3,1.82E+1,7.16E+3,1.82E+1,7.81E+3,2.71E-2,-2.39,2.71E-2
83,111,194Bi,-5.01E+3,1.39E+1,8.18E+3,1.82E+1,7.16E+3,1.82E+1,7.81E+3,2.71E-2,-2.39,2.71E-2
83,112,195Bi,-6.90E+3,8.02,5.71E+3,7.33,4.69E+3,7.33,7.83E+3,2.71E-2,-4.53,2.71E-2
83,112,195Bi,-6.90E+3,8.02,5.71E+3,7.33,4.69E+3,7.33,7.83E+3,2.71E-2,-4.53,2.71E-2
83,117,200Bi,-3.42E+3,2.39E+1,5.88E+3,2.48E+1,4.85E+3,2.48E+1,7.84E+3,1.13E-1,-1.60E+1,1.13E-1
83,117,200Bi,-3.42E+3,2.39E+1,5.88E+3,2.48E+1,4.85E+3,2.48E+1,7.84E+3,1.13E-1,-1.60E+1,1.13E-1
83,117,200Bi,-3.42E+3,2.39E+1,5.88E+3,2.48E+1,4.85E+3,2.48E+1,7.84E+3,1.13E-1,-1.60E+1,1.13E-1
83,118,201Bi,-4.90E+3,1.31E+1,3.84E+3,1.83E+1,2.82E+3,1.83E+1,7.85E+3,6.06E-2,-1.85E+1,6.06E-2
83,118,201Bi,-4.90E+3,1.31E+1,3.84E+3,1.83E+1,2.82E+3,1.83E+1,7.85E+3,6.06E-2,-1.85E+1,6.06E-2
83,115,198Bi,-3.90E+3,3.26E+1,6.69E+3,2.89E+1,5.67E+3,2.89E+1,7.84E+3,1.39E-1,-1.03E+1,1.39E-1
83,115,198Bi,-3.90E+3,3.26E+1,6.69E+3,2.89E+1,5.67E+3,2.89E+1,7.84E+3,1.39E-1,-1.03E+1,1.39E-1
83,115,198Bi,-3.90E+3,3.26E+1,6.69E+3,2.89E+1,5.67E+3,2.89E+1,7.84E+3,1.39E-1,-1.03E+1,1.39E-1
83,116,199Bi,-5.55E+3,1.19E+1,4.43E+3,1.26E+1,3.41E+3,1.26E+1,7.84E+3,5.33E-2,-1.31E+1,5.33E-2
83,116,199Bi,-5.55E+3,1.19E+1,4.43E+3,1.26E+1,3.41E+3,1.26E+1,7.84E+3,5.33E-2,-1.31E+1,5.33E-2
83,119,202Bi,-2.80E+3,1.64E+1,5.18E+3,1.45E+1,4.16E+3,1.45E+1,7.85E+3,6.93E-2,-2.18E+1,6.93E-2
83,110,193Bi,-7.55E+3,1.63E+1,6.34E+3,1.27E+1,5.32E+3,1.27E+1,7.81E+3,3.93E-2,-1.72,3.93E-2
83,110,193Bi,-7.55E+3,1.63E+1,6.34E+3,1.27E+1,5.32E+3,1.27E+1,7.81E+3,3.93E-2,-1.72,3.93E-2
83,102,185Bi,,,9.30E+3,8.30E+1,8.28E+3,8.30E+1,7.73E+3,0.0,-3.22,0.0
83,103,186Bi,-7.24E+3,2.49E+1,1.15E+4,2.02E+1,1.05E+4,2.02E+1,7.73E+3,9.11E-2,-1.66E-1,9.11E-2
83,101,184Bi,,,1.23E+4,1.23E+2,1.12E+4,1.23E+2,7.71E+3,1.00,-4.44,1.00
83,106,189Bi,-8.64E+3,3.03E+1,7.77E+3,2.51E+1,6.75E+3,2.51E+1,7.78E+3,1.10E-1,3.58E-1,1.10E-1
83,107,190Bi,-6.03E+3,2.47E+1,9.82E+3,2.44E+1,8.79E+3,2.44E+1,7.78E+3,1.10E-1,1.52,1.10E-1
83,107,190Bi,-6.03E+3,2.47E+1,9.82E+3,2.44E+1,8.79E+3,2.44E+1,7.78E+3,1.10E-1,1.52,1.10E-1
